ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
H00922.CSI,20240822,9941.2209,,,,9956.9495,-15.7286,-0.158,,
H00922.CSI,20240821,9956.9495,,,,10035.8427,-78.8932,-0.7861,,
H00922.CSI,20240820,10035.8427,,,,10152.5928,-116.7501,-1.15,,
H00922.CSI,20240819,10152.5928,,,,10067.6997,84.8931,0.8432,,
H00922.CSI,20240816,10067.6997,,,,10067.0692,0.6305,0.0063,,
H00922.CSI,20240815,10067.0692,,,,9977.7012,89.368,0.8957,,
H00922.CSI,20240814,9977.7012,,,,10018.9102,-41.209,-0.4113,,
H00922.CSI,20240813,10018.9102,,,,10003.6802,15.23,0.1522,,
H00922.CSI,20240812,10003.6802,,,,9948.1614,55.5188,0.5581,,
H00922.CSI,20240809,9948.1614,,,,9990.023,-41.8616,-0.419,,
H00922.CSI,20240808,9990.023,,,,9943.445,46.578,0.4684,,
H00922.CSI,20240807,9943.445,,,,9916.6722,26.7728,0.27,,
H00922.CSI,20240806,9916.6722,,,,9947.9007,-31.2285,-0.3139,,
H00922.CSI,20240805,9947.9007,,,,10063.8781,-115.9774,-1.1524,,
H00922.CSI,20240802,10063.8781,,,,10089.6572,-25.7791,-0.2555,,
H00922.CSI,20240801,10089.6572,,,,10107.4797,-17.8225,-0.1763,,
H00922.CSI,20240731,10107.4797,,,,9950.1065,157.3732,1.5816,,
H00922.CSI,20240730,9950.1065,,,,10010.1098,-60.0033,-0.5994,,
H00922.CSI,20240729,10010.1098,,,,10000.6248,9.485,0.0948,,
H00922.CSI,20240726,10000.6248,,,,9993.8554,6.7694,0.0677,,
H00922.CSI,20240725,9993.8554,,,,10017.894,-24.0386,-0.24,,
H00922.CSI,20240724,10017.894,,,,10033.724,-15.83,-0.1578,,
H00922.CSI,20240723,10033.724,,,,10159.7991,-126.0751,-1.2409,,
H00922.CSI,20240722,10159.7991,,,,10254.5228,-94.7237,-0.9237,,
H00922.CSI,20240719,10254.5228,,,,10320.7641,-66.2413,-0.6418,,
H00922.CSI,20240718,10320.7641,,,,10295.1769,25.5872,0.2485,,
H00922.CSI,20240717,10295.1769,,,,10352.7803,-57.6034,-0.5564,,
H00922.CSI,20240716,10352.7803,,,,10402.1942,-49.4139,-0.475,,
H00922.CSI,20240715,10402.1942,,,,10312.1044,90.0898,0.8736,,
H00922.CSI,20240712,10312.1044,,,,10321.3624,-9.258,-0.0897,,
H00922.CSI,20240711,10321.3624,,,,10288.9757,32.3867,0.3148,,
H00922.CSI,20240710,10288.9757,,,,10478.0651,-189.0894,-1.8046,,
H00922.CSI,20240709,10478.0651,,,,10361.6769,116.3882,1.1233,,
H00922.CSI,20240708,10361.6769,,,,10417.5344,-55.8575,-0.5362,,
H00922.CSI,20240705,10417.5344,,,,10446.7172,-29.1828,-0.2793,,
H00922.CSI,20240704,10446.7172,,,,10511.8341,-65.1169,-0.6195,,
H00922.CSI,20240703,10511.8341,,,,10595.0174,-83.1833,-0.7851,,
H00922.CSI,20240702,10595.0174,,,,10608.5537,-13.5363,-0.1276,,
H00922.CSI,20240701,10608.5537,,,,10382.4177,226.136,2.1781,,
H00922.CSI,20240628,10382.4177,,,,10323.2418,59.1759,0.5732,,
H00922.CSI,20240627,10323.2418,,,,10375.8266,-52.5848,-0.5068,,
H00922.CSI,20240626,10375.8266,,,,10334.1414,41.6852,0.4034,,
H00922.CSI,20240625,10334.1414,,,,10301.0793,33.0621,0.321,,
H00922.CSI,20240624,10301.0793,,,,10425.8684,-124.7891,-1.1969,,
H00922.CSI,20240621,10425.8684,,,,10421.2519,4.6165,0.0443,,
H00922.CSI,20240620,10421.2519,,,,10443.6642,-22.4123,-0.2146,,
H00922.CSI,20240619,10443.6642,,,,10474.259,-30.5948,-0.2921,,
H00922.CSI,20240618,10474.259,,,,10435.9783,38.2807,0.3668,,
H00922.CSI,20240617,10435.9783,,,,10570.8797,-134.9014,-1.2762,,
H00922.CSI,20240614,10570.8797,,,,10565.2323,5.6474,0.0535,,
H00922.CSI,20240613,10565.2323,,,,10680.1487,-114.9164,-1.076,,
H00922.CSI,20240612,10680.1487,,,,10557.1763,122.9724,1.1648,,
H00922.CSI,20240611,10557.1763,,,,10735.6255,-178.4492,-1.6622,,
H00922.CSI,20240607,10735.6255,,,,10651.8968,83.7287,0.786,,
H00922.CSI,20240606,10651.8968,,,,10619.0296,32.8672,0.3095,,
H00922.CSI,20240605,10619.0296,,,,10756.0302,-137.0006,-1.2737,,
H00922.CSI,20240604,10756.0302,,,,10701.4596,54.5706,0.5099,,
